Sl No,NO OF ACCIDENT REPORTED ON THIS CORRIDOR UNDER JURISDICTION,FIR NO,Latitude,Longitude,Distance,NO. OF VEHICLE,Date,DAY OF THE WEEK,Month of the year,Year of Accident,Time,D/N,PATTERN OF COLLISION,TYPE OF COLLISION,TYPE OF VEHICLE-1,TYPE OF VEHICLE-2,FATAL,GRIEVOUS,MINOR,SEVERITY,GEOMETRY,PRESENCE OF MEDIAN,PRESENCE OF SHOULDER,PRESENCE OF FOOTPATH,SIDE ROAD,JN/NOT,day_night_label,year,month_num,day,day_of_week,week_of_year,hour,minute,time_bucket,PATTERN_OF_COLLISION_CODE,PATTERN_OF_COLLISION_LABEL,PATTERN_OF_COLLISION_UNKNOWN,TYPE_OF_COLLISION_CODE,TYPE_OF_COLLISION_LABEL,TYPE_OF_COLLISION_UNKNOWN,TYPE_OF_VEHICLE_1_CODE,TYPE_OF_VEHICLE_1_LABEL,TYPE_OF_VEHICLE_1_UNKNOWN,TYPE_OF_VEHICLE_2_CODE,TYPE_OF_VEHICLE_2_LABEL,TYPE_OF_VEHICLE_2_UNKNOWN,is_weekend,is_night,severity_target
243.0,Venjarammood,912/2023,8.707949,76.903724,17.9,2.0,2023-06-07,Wednesday,June,2023,6.0,D,2.0,2,8.0,1.0,1.0,1.0,0.0,F,straight,no,yes,no,3.0,no,Day,2023.0,6,7,Wednesday,23,6.0,0.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,8,Truck/Lorry,False,1,Motorised Two-Wheeler,False,0,0,Fatal
244.0,Venjarammood,954/2023,8.671263,76.91141,13.6,1.0,2023-04-13,Thursday,April,2023,14.4,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Day,2023.0,4,13,Thursday,15,14.0,40.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
245.0,Venjarammood,969/2023,8.722506,76.898093,19.7,1.0,2023-05-30,Tuesday,May,2023,20.3,N,3.0,8,3.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,1.0,no,Night,2023.0,5,30,Tuesday,22,20.0,30.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,1,Grievous
246.0,Venjarammood,1009/2023,8.71532353847108,76.9015832960797,18.8,3.0,2023-06-19,Monday,June,2023,20.3,N,2.0,5,3.0,3.0,0.0,3.0,0.0,G,curve,no,no,no,1.0,no,Night,2023.0,6,19,Monday,25,20.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,0,1,Grievous
247.0,Venjarammood,1060/2023,8.654057,76.909473,11.6,2.0,2023-06-30,Friday,June,2023,0.4,N,2.0,5,3.0,1.0,1.0,0.0,0.0,F,straight,no,yes,no,1.0,no,Night,2023.0,6,30,Friday,26,0.0,40.0,0-6,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Fatal
248.0,Venjarammood,1071/2023,8.67404,76.911113,13.9,2.0,2023-04-24,Monday,April,2023,10.45,D,2.0,2,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Day,2023.0,4,24,Monday,17,10.0,45.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
249.0,Venjarammood,1072/2023,8.703516,76.904761,17.4,1.0,2023-06-21,Wednesday,June,2023,10.3,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2023.0,6,21,Wednesday,25,10.0,30.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
250.0,Venjarammood,1117/2023,8.676851,76.909979,14.3,1.0,2023-05-24,Wednesday,May,2023,6.0,N,3.0,8,1.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,2.0,no,Night,2023.0,5,24,Wednesday,21,6.0,0.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,1,Grievous
251.0,Venjarammood,1130/2023,8.65207,76.907539,11.4,2.0,2023-07-06,Thursday,July,2023,15.0,D,2.0,5,3.0,1.0,1.0,0.0,0.0,F,straight,no,yes,no,1.0,no,Day,2023.0,7,6,Thursday,27,15.0,0.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Fatal
252.0,Venjarammood,1146/2023,8.703747,76.904688,17.4,2.0,2023-07-13,Thursday,July,2023,12.0,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2023.0,7,13,Thursday,28,12.0,0.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
253.0,Venjarammood,1173/2023,8.707955,76.903737,25.2,2.0,2023-07-02,Sunday,July,2023,16.0,D,2.0,2,3.0,1.0,0.0,2.0,0.0,G,curve,no,yes,yes,1.0,no,Day,2023.0,7,2,Sunday,26,16.0,0.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
254.0,Venjarammood,1181/2023,8.671323,76.911444,13.6,1.0,2023-07-02,Sunday,July,2023,20.3,N,3.0,8,3.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Night,2023.0,7,2,Sunday,26,20.0,30.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,1,1,Grievous
255.0,Venjarammood,1292/2023,8.648728,76.903412,10.7,1.0,2023-07-09,Sunday,July,2023,21.0,N,3.0,8,2.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,1.0,no,Night,2023.0,7,9,Sunday,27,21.0,0.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,2,Passenger Auto,False,11,Pedestrian,False,1,1,Grievous
256.0,Venjarammood,1309/2023,8.685207,76.907529,15.3,2.0,2023-07-23,Sunday,July,2023,9.3,D,2.0,11,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Day,2023.0,7,23,Sunday,29,9.0,30.0,6-12,2,Vehicle to Vehicle,False,11,Others (Specify),False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
257.0,Venjarammood,1352/2023,8.68358,76.90791,15.1,2.0,2023-07-03,Monday,July,2023,19.15,N,2.0,2,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,3.0,no,Night,2023.0,7,3,Monday,27,19.0,15.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Grievous
258.0,Venjarammood,1546/2023,8.671439,76.911424,13.6,1.0,2023-08-17,Thursday,August,2023,18.3,N,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Night,2023.0,8,17,Thursday,33,18.0,30.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,1,Grievous
259.0,Venjarammood,1654/2023,8.667106,76.911528,13.2,2.0,2023-07-29,Saturday,July,2023,12.0,D,2.0,11,3.0,1.0,0.0,1.0,1.0,G,straight,no,yes,no,1.0,no,Day,2023.0,7,29,Saturday,30,12.0,0.0,12-18,2,Vehicle to Vehicle,False,11,Others (Specify),False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
260.0,Venjarammood,1695/2023,8.665279,76.911613,13.0,2.0,2023-05-04,Thursday,May,2023,8.45,D,2.0,5,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,2.0,no,Day,2023.0,5,4,Thursday,18,8.0,45.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
261.0,Venjarammood,257/2023,8.674228,76.911079,14.0,2.0,2023-02-13,Monday,February,2023,6.15,D,2.0,1,3.0,2.0,0.0,0.0,4.0,M,straight,no,yes,no,1.0,no,Day,2023.0,2,13,Monday,7,6.0,15.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,2,Passenger Auto,False,0,0,Minor
262.0,Venjarammood,232/2023,8.712699,76.903528,18.4,1.0,2023-02-11,Saturday,February,2023,16.0,D,3.0,8,1.0,11.0,1.0,0.0,0.0,F,straight,no,yes,no,1.0,no,Day,2023.0,2,11,Saturday,6,16.0,0.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,0,Fatal
263.0,Venjarammood,203/2023,8.7126,76.903523,18.4,2.0,2023-01-19,Thursday,January,2023,13.45,D,2.0,5,3.0,6.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2023.0,1,19,Thursday,3,13.0,45.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,6,Goods Auto/Goods Pick-up Van,False,0,0,Grievous
264.0,Venjarammood,176/2023,8.720514,76.89883,19.5,2.0,2023-01-05,Thursday,January,2023,18.4,N,2.0,1,3.0,1.0,0.0,1.0,2.0,G,straight,no,yes,yes,0.0,yes,Night,2023.0,1,5,Thursday,1,18.0,40.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
265.0,Venjarammood,159/2023,8.667114,76.911602,13.2,2.0,2023-01-16,Monday,January,2023,13.45,D,2.0,5,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2023.0,1,16,Monday,3,13.0,45.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
266.0,Venjarammood,155/2023,8.721776,76.898239,19.6,1.0,2022-07-11,Monday,July,2022,12.0,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,no,Day,2022.0,7,11,Monday,28,12.0,0.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
267.0,Venjarammood,70/2023,8.654067,76.909465,11.6,2.0,2023-12-28,Thursday,December,2023,0.05,N,2.0,1,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Night,2023.0,12,28,Thursday,52,0.0,5.0,0-6,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
268.0,Venjarammood,26/2023,8.662941,76.911073,12.7,2.0,2022-12-30,Friday,December,2022,16.3,D,2.0,1,3.0,1.0,0.0,1.0,1.0,G,straight,yes,yes,yes,1.0,no,Day,2022.0,12,30,Friday,52,16.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
269.0,Venjarammood,13/2023,8.685108,76.907665,15.2,2.0,2022-12-17,Saturday,December,2022,18.3,N,2.0,2,2.0,1.0,0.0,2.0,0.0,G,curve,no,yes,no,0.0,no,Night,2022.0,12,17,Saturday,50,18.0,30.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,1,1,Grievous
270.0,Venjarammood,17/2023,8.715257,76.901603,18.7,3.0,2022-12-22,Thursday,December,2022,17.0,D,2.0,5,3.0,3.0,0.0,1.0,2.0,G,curve,no,no,no,0.0,no,Day,2022.0,12,22,Thursday,51,17.0,0.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,0,0,Grievous
271.0,Venjarammood,12/2023,8.673514,76.911404,13.9,1.0,2022-12-13,Tuesday,December,2022,15.45,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Day,2022.0,12,13,Tuesday,50,15.0,45.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
272.0,Venjarammood,184/2023,8.6795828,76.909101,14.6,2.0,2023-02-05,Sunday,February,2023,9.1,D,2.0,1,3.0,1.0,0.0,1.0,1.0,G,curve,no,yes,yes,0.0,no,Day,2023.0,2,5,Sunday,5,9.0,10.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
273.0,Venjarammood,1368/2023,8.720829,76.898694,19.5,1.0,2023-07-31,Monday,July,2023,5.3,N,3.0,8,3.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Night,2023.0,7,31,Monday,31,5.0,30.0,0-6,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,1,Grievous
274.0,Venjarammood,1381/2023,8.648758,76.903413,10.7,1.0,2023-08-19,Saturday,August,2023,3.3,D,3.0,8,3.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,1.0,no,Day,2023.0,8,19,Saturday,33,3.0,30.0,0-6,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,1,1,Grievous
275.0,Venjarammood,1386/2023,8.666434,76.911633,13.1,2.0,2023-08-17,Thursday,August,2023,23.3,N,2.0,5,1.0,12.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Night,2023.0,8,17,Thursday,33,23.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,12,Unknown Vehicle,False,0,1,Grievous
276.0,Venjarammood,1404/2023,8.678539,76.909378,14.5,2.0,2023-08-24,Thursday,August,2023,10.2,N,2.0,5,3.0,1.0,0.0,1.0,1.0,G,straight,no,yes,yes,0.0,no,Night,2023.0,8,24,Thursday,34,10.0,20.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Grievous
277.0,Venjarammood,1492/2023,8.681465,76.908932,14.8,2.0,2023-08-26,Saturday,August,2023,11.3,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,2.0,no,Day,2023.0,8,26,Saturday,34,11.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
278.0,Venjarammood,1511/2023,8.687947,76.906477,15.6,2.0,2023-08-29,Tuesday,August,2023,14.3,D,2.0,5,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Day,2023.0,8,29,Tuesday,35,14.0,30.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
279.0,Venjarammood,1602/2023,8.687266,76.906641,15.5,2.0,2023-09-25,Monday,September,2023,11.45,D,2.0,5,3.0,2.0,0.0,1.0,1.0,G,straight,no,yes,no,1.0,no,Day,2023.0,9,25,Monday,39,11.0,45.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,2,Passenger Auto,False,0,0,Grievous
280.0,Venjarammood,1611/2023,8.715233,76.901628,18.7,1.0,2023-09-27,Wednesday,September,2023,10.0,D,3.0,8,4.0,11.0,0.0,1.0,0.0,G,curve,no,no,no,0.0,no,Day,2023.0,9,27,Wednesday,39,10.0,0.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,4,Bus,False,11,Pedestrian,False,0,0,Grievous
281.0,Venjarammood,1643/2023,8.661902,76.91088,12.6,2.0,2023-09-22,Friday,September,2023,8.5,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,yes,yes,yes,0.0,yes,Day,2023.0,9,22,Friday,38,8.0,50.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
282.0,Venjarammood,1660/2023,8.712422,76.903561,18.4,2.0,2023-09-16,Saturday,September,2023,10.0,D,2.0,1,2.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2023.0,9,16,Saturday,37,10.0,0.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,1,0,Grievous
283.0,Venjarammood,1687/2023,8.671407,76.911458,13.6,2.0,2023-10-07,Saturday,October,2023,9.3,D,2.0,7,8.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Day,2023.0,10,7,Saturday,40,9.0,30.0,6-12,2,Vehicle to Vehicle,False,7,Side Swipe,False,8,Truck/Lorry,False,1,Motorised Two-Wheeler,False,1,0,Grievous
284.0,Venjarammood,1689/2023,8.664473,76.911298,12.9,2.0,2023-08-10,Thursday,August,2023,21.0,N,2.0,5,5.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Night,2023.0,8,10,Thursday,32,21.0,0.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,5,Mini Bus/Passenger Tempo/Passenger Van,False,1,Motorised Two-Wheeler,False,0,1,Grievous
285.0,Venjarammood,1712/2023,8.694353,76.906002,16.3,2.0,2023-01-12,Thursday,January,2023,14.15,D,2.0,2,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2023.0,1,12,Thursday,2,14.0,15.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
286.0,Venjarammood,1715/2023,8.663863,76.911225,12.8,2.0,2023-10-07,Saturday,October,2023,8.3,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,yes,yes,yes,0.0,yes,Day,2023.0,10,7,Saturday,40,8.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
287.0,Venjarammood,1726/2023,8.715314,76.901604,18.8,2.0,2023-09-26,Tuesday,September,2023,11.3,D,2.0,1,6.0,1.0,0.0,1.0,0.0,G,curve,no,no,no,1.0,no,Day,2023.0,9,26,Tuesday,39,11.0,30.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,6,Goods Auto/Goods Pick-up Van,False,1,Motorised Two-Wheeler,False,0,0,Grievous
288.0,Venjarammood,1836/2023,8.690313,76.905856,15.9,2.0,2023-11-03,Friday,November,2023,11.0,D,2.0,2,1.0,1.0,1.0,1.0,0.0,F,straight,no,yes,no,1.0,no,Day,2023.0,11,3,Friday,44,11.0,0.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Fatal
289.0,Venjarammood,1914/2023,8.722747,76.898076,19.7,2.0,2023-11-17,Friday,November,2023,16.1,D,2.0,5,13.0,2.0,1.0,0.0,0.0,F,curve,no,yes,yes,1.0,no,Day,2023.0,11,17,Friday,46,16.0,10.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,13,Ambulance,False,2,Passenger Auto,False,0,0,Fatal
290.0,Venjarammood,750/2023,8.685697,76.907135,15.3,2.0,2023-04-30,Sunday,April,2023,6.0,D,2.0,1,6.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Day,2023.0,4,30,Sunday,17,6.0,0.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,6,Goods Auto/Goods Pick-up Van,False,1,Motorised Two-Wheeler,False,1,0,Grievous
291.0,Venjarammood,762/2023,8.702569,76.904936,17.2,1.0,2023-05-07,Sunday,May,2023,8.0,D,3.0,8,3.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,no,Day,2023.0,5,7,Sunday,18,8.0,0.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,1,0,Grievous
292.0,Venjarammood,766/2023,8.67827,76.909505,14.5,2.0,2023-03-05,Sunday,March,2023,11.0,D,2.0,1,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Day,2023.0,3,5,Sunday,9,11.0,0.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
293.0,Venjarammood,774/2023,8.666919,76.911624,13.1,1.0,2023-05-11,Thursday,May,2023,19.3,N,3.0,8,1.0,11.0,0.0,1.0,1.0,G,straight,no,yes,no,1.0,no,Night,2023.0,5,11,Thursday,19,19.0,30.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,1,Grievous
294.0,Venjarammood,857/2023,8.666794,76.911617,13.1,2.0,2023-05-15,Monday,May,2023,8.2,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2023.0,5,15,Monday,20,8.0,20.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
295.0,Venjarammood,895/2023,8.678251,76.909512,14.4,2.0,2023-05-30,Tuesday,May,2023,10.3,D,2.0,2,4.0,1.0,0.0,1.0,0.0,G,straight,yes,yes,yes,0.0,yes,Day,2023.0,5,30,Tuesday,22,10.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,4,Bus,False,1,Motorised Two-Wheeler,False,0,0,Grievous
296.0,Venjarammood,1993/2023,8.715331,76.901579,18.8,2.0,2023-11-10,Friday,November,2023,10.0,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,curve,no,no,no,1.0,no,Day,2023.0,11,10,Friday,45,10.0,0.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
297.0,Venjarammood,2117/2023,8.678126,76.909549,14.4,1.0,2023-12-22,Friday,December,2023,10.0,D,3.0,8,8.0,11.0,1.0,0.0,0.0,F,straight,yes,yes,yes,0.0,yes,Day,2023.0,12,22,Friday,51,10.0,0.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,8,Truck/Lorry,False,11,Pedestrian,False,0,0,Fatal
298.0,Venjarammood,554/2023,8.652767,76.908604,11.5,2.0,2023-03-20,Monday,March,2023,12.5,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,no,Day,2023.0,3,20,Monday,12,12.0,50.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
299.0,Venjarammood,583/2023,8.723011,76.898043,19.7,2.0,2023-04-08,Saturday,April,2023,18.15,N,2.0,5,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,1.0,no,Night,2023.0,4,8,Saturday,14,18.0,15.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Grievous
300.0,Venjarammood,657/2023,8.724324,76.898041,19.9,2.0,2023-04-28,Friday,April,2023,20.1,N,2.0,5,3.0,1.0,1.0,0.0,0.0,F,curve,no,yes,no,1.0,no,Night,2023.0,4,28,Friday,17,20.0,10.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Fatal
301.0,Venjarammood,692/2023,8.648743,76.903402,10.7,2.0,2023-04-19,Wednesday,April,2023,17.3,D,2.0,5,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,1.0,no,Day,2023.0,4,19,Wednesday,16,17.0,30.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
302.0,Venjarammood,719/2023,8.663757,76.911252,12.8,2.0,2023-05-02,Tuesday,May,2023,12.3,D,2.0,2,3.0,1.0,0.0,2.0,0.0,G,straight,yes,yes,yes,0.0,yes,Day,2023.0,5,2,Tuesday,18,12.0,30.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
303.0,Venjarammood,405/2022,8.675736,76.91036,14.2,2.0,2022-03-05,Saturday,March,2022,20.5,N,2.0,5,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Night,2022.0,3,5,Saturday,9,20.0,50.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Grievous
304.0,Venjarammood,420/2022,8.683135,76.908334,15.0,1.0,2021-12-06,Monday,December,2021,7.3,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Day,2021.0,12,6,Monday,49,7.0,30.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
305.0,Venjarammood,423/2022,8.665268,76.911429,13.0,2.0,2022-03-21,Monday,March,2022,7.5,D,2.0,5,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,2.0,no,Day,2022.0,3,21,Monday,12,7.0,50.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
306.0,Venjarammood,425/2022,8.641264,76.900517,9.8,2.0,2022-03-16,Wednesday,March,2022,20.1,N,2.0,1,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,2.0,no,Night,2022.0,3,16,Wednesday,11,20.0,10.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Grievous
307.0,Venjarammood,427/2022,8.703501,76.904783,17.4,1.0,2022-04-01,Friday,April,2022,10.3,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2022.0,4,1,Friday,13,10.0,30.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
308.0,Venjarammood,433/2022,8.726961,76.898244,20.2,2.0,2022-03-27,Sunday,March,2022,10.3,D,2.0,5,3.0,1.0,0.0,0.0,2.0,M,straight,no,yes,no,0.0,no,Day,2022.0,3,27,Sunday,12,10.0,30.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Minor
